time_ps,copy,split_valid,split_ready,split_empty,split_error,split_accept,lane_match,would_enter_deassembly,deassembly_wrreq,deassembly_full,deassembly_empty,in_payload_valid,push_write_req,push_write_grant,run_state_code,pop_state_code,push_state_code,gts_8n,read_time_ptr,age_mod8192,hit_ts8n,hit_key,expected_copy,asic,channel,t_fine,ts12,hit1_data_hex,metadata_valid,metadata_hex
2277980000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34610,32609,582,1260,78,2,X,3,0,0,0xXXc9d80000,1,0x00026f6a1X000343
2277988000,2,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,0,34611,32610,1843,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2277996000,2,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,0,34612,32611,1844,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278004000,2,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,0,34613,32612,1845,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278012000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34614,32613,586,1260,78,2,X,4,0,0,0xXX09d80000,1,0x00026f6e1X000344
2278012000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34614,32613,586,1260,78,2,X,4,0,0,0xXX09d80000,1,0x00026f6e1X000344
2278012000,2,1,1,0,0,1,1,1,1,0,0,1,1,0,3,1,0,34614,32613,586,1260,78,2,X,4,0,0,0xXX09d80000,1,0x00026f6e1X000344
2278012000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34614,32613,586,1260,78,2,X,4,0,0,0xXX09d80000,1,0x00026f6e1X000344
2278020000,2,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,0,34615,32614,1847,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278028000,2,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,0,34616,32615,1848,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278036000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34617,32616,589,1260,78,2,X,5,0,0,0xXX49d80000,1,0x00026f711X000345
2278036000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34617,32616,589,1260,78,2,X,5,0,0,0xXX49d80000,1,0x00026f711X000345
2278036000,2,1,1,0,0,1,1,1,1,0,0,1,1,1,3,2,0,34617,32616,589,1260,78,2,X,5,0,0,0xXX49d80000,1,0x00026f711X000345
2278036000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34617,32616,589,1260,78,2,X,5,0,0,0xXX49d80000,1,0x00026f711X000345
2278044000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,3,0,34618,32617,1850,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278052000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,5,0,34619,32618,1851,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278068000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34621,32620,593,1260,78,2,X,6,0,0,0xXX89d80000,1,0x00026f751X000346
2278068000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34621,32620,593,1260,78,2,X,6,0,0,0xXX89d80000,1,0x00026f751X000346
2278068000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34621,32620,593,1260,78,2,X,6,0,0,0xXX89d80000,1,0x00026f751X000346
2278068000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34621,32620,593,1260,78,2,X,6,0,0,0xXX89d80000,1,0x00026f751X000346
2278076000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34622,32621,1854,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278092000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34624,32623,596,1260,78,2,X,7,0,0,0xXXc9d80000,1,0x00026f781X000347
2278092000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34624,32623,596,1260,78,2,X,7,0,0,0xXXc9d80000,1,0x00026f781X000347
2278092000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34624,32623,596,1260,78,2,X,7,0,0,0xXXc9d80000,1,0x00026f781X000347
2278092000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34624,32623,596,1260,78,2,X,7,0,0,0xXXc9d80000,1,0x00026f781X000347
2278100000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34625,32624,1857,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278124000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34628,32627,600,1260,78,2,X,8,0,0,0xXX09d80000,1,0x00026f7c1X000348
2278124000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34628,32627,600,1260,78,2,X,8,0,0,0xXX09d80000,1,0x00026f7c1X000348
2278124000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34628,32627,600,1260,78,2,X,8,0,0,0xXX09d80000,1,0x00026f7c1X000348
2278124000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,1,0,34628,32627,600,1260,78,2,X,8,0,0,0xXX09d80000,1,0x00026f7c1X000348
2278132000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34629,32628,1861,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278148000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34631,32630,603,1260,78,2,X,9,0,0,0xXX49d80000,1,0x00026f7f1X000349
2278148000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34631,32630,603,1260,78,2,X,9,0,0,0xXX49d80000,1,0x00026f7f1X000349
2278148000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34631,32630,603,1260,78,2,X,9,0,0,0xXX49d80000,1,0x00026f7f1X000349
2278148000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,1,0,34631,32630,603,1260,78,2,X,9,0,0,0xXX49d80000,1,0x00026f7f1X000349
2278156000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34632,32631,1864,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278180000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34635,32634,607,1260,78,2,X,10,0,0,0xXX89d80000,1,0x00026f831X00034a
2278180000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34635,32634,607,1260,78,2,X,10,0,0,0xXX89d80000,1,0x00026f831X00034a
2278180000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34635,32634,607,1260,78,2,X,10,0,0,0xXX89d80000,1,0x00026f831X00034a
2278180000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,5,0,34635,32634,607,1260,78,2,X,10,0,0,0xXX89d80000,1,0x00026f831X00034a
2278188000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34636,32635,1868,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278204000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34638,32637,610,1260,78,2,X,11,0,0,0xXXc9d80000,1,0x00026f861X00034b
2278204000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34638,32637,610,1260,78,2,X,11,0,0,0xXXc9d80000,1,0x00026f861X00034b
2278204000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34638,32637,610,1260,78,2,X,11,0,0,0xXXc9d80000,1,0x00026f861X00034b
2278204000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34638,32637,610,1260,78,2,X,11,0,0,0xXXc9d80000,1,0x00026f861X00034b
2278212000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34639,32638,1871,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278236000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34642,32641,614,1260,78,2,X,12,0,0,0xXX09d80000,1,0x00026f8a1X00034c
2278236000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34642,32641,614,1260,78,2,X,12,0,0,0xXX09d80000,1,0x00026f8a1X00034c
2278236000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34642,32641,614,1260,78,2,X,12,0,0,0xXX09d80000,1,0x00026f8a1X00034c
2278236000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34642,32641,614,1260,78,2,X,12,0,0,0xXX09d80000,1,0x00026f8a1X00034c
2278244000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34643,32642,1875,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278260000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,1,0,34645,32644,617,1260,78,2,X,13,0,0,0xXX49d80000,1,0x00026f8d1X00034d
2278260000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34645,32644,617,1260,78,2,X,13,0,0,0xXX49d80000,1,0x00026f8d1X00034d
2278260000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34645,32644,617,1260,78,2,X,13,0,0,0xXX49d80000,1,0x00026f8d1X00034d
2278260000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34645,32644,617,1260,78,2,X,13,0,0,0xXX49d80000,1,0x00026f8d1X00034d
2278268000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34646,32645,1878,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278292000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,2,0,34649,32648,621,1260,78,2,X,14,0,0,0xXX89d80000,1,0x00026f911X00034e
2278292000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34649,32648,621,1260,78,2,X,14,0,0,0xXX89d80000,1,0x00026f911X00034e
2278292000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34649,32648,621,1260,78,2,X,14,0,0,0xXX89d80000,1,0x00026f911X00034e
2278292000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34649,32648,621,1260,78,2,X,14,0,0,0xXX89d80000,1,0x00026f911X00034e
2278300000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34650,32649,1882,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278316000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34652,32651,624,1260,78,2,X,15,0,0,0xXXc9d80000,1,0x00026f941X00034f
2278316000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34652,32651,624,1260,78,2,X,15,0,0,0xXXc9d80000,1,0x00026f941X00034f
2278316000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34652,32651,624,1260,78,2,X,15,0,0,0xXXc9d80000,1,0x00026f941X00034f
2278316000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34652,32651,624,1260,78,2,X,15,0,0,0xXXc9d80000,1,0x00026f941X00034f
2278324000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34653,32652,1885,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278348000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34656,32655,628,1260,78,2,X,16,0,0,0xXX09d80000,1,0x00026f981X000350
2278348000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34656,32655,628,1260,78,2,X,16,0,0,0xXX09d80000,1,0x00026f981X000350
2278348000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34656,32655,628,1260,78,2,X,16,0,0,0xXX09d80000,1,0x00026f981X000350
2278348000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34656,32655,628,1260,78,2,X,16,0,0,0xXX09d80000,1,0x00026f981X000350
2278356000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34657,32656,1889,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278372000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34659,32658,631,1260,78,2,X,17,0,0,0xXX49d80000,1,0x00026f9b1X000351
2278372000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,1,0,34659,32658,631,1260,78,2,X,17,0,0,0xXX49d80000,1,0x00026f9b1X000351
2278372000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34659,32658,631,1260,78,2,X,17,0,0,0xXX49d80000,1,0x00026f9b1X000351
2278372000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34659,32658,631,1260,78,2,X,17,0,0,0xXX49d80000,1,0x00026f9b1X000351
2278380000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34660,32659,1892,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278404000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34663,32662,635,1260,78,2,X,18,0,0,0xXX89d80000,1,0x00026f9f1X000352
2278404000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,1,0,34663,32662,635,1260,78,2,X,18,0,0,0xXX89d80000,1,0x00026f9f1X000352
2278404000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34663,32662,635,1260,78,2,X,18,0,0,0xXX89d80000,1,0x00026f9f1X000352
2278404000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34663,32662,635,1260,78,2,X,18,0,0,0xXX89d80000,1,0x00026f9f1X000352
2278412000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34664,32663,1896,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278428000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34666,32665,638,1260,78,2,X,19,0,0,0xXXc9d80000,1,0x00026fa21X000353
2278428000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,3,0,34666,32665,638,1260,78,2,X,19,0,0,0xXXc9d80000,1,0x00026fa21X000353
2278428000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34666,32665,638,1260,78,2,X,19,0,0,0xXXc9d80000,1,0x00026fa21X000353
2278428000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34666,32665,638,1260,78,2,X,19,0,0,0xXXc9d80000,1,0x00026fa21X000353
2278436000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34667,32666,1899,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278460000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34670,32669,642,1260,78,2,X,20,0,0,0xXX09d80000,1,0x00026fa61X000354
2278460000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34670,32669,642,1260,78,2,X,20,0,0,0xXX09d80000,1,0x00026fa61X000354
2278460000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34670,32669,642,1260,78,2,X,20,0,0,0xXX09d80000,1,0x00026fa61X000354
2278460000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34670,32669,642,1260,78,2,X,20,0,0,0xXX09d80000,1,0x00026fa61X000354
2278468000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34671,32670,1903,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278484000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34673,32672,645,1260,78,2,X,21,0,0,0xXX49d80000,1,0x00026fa91X000355
2278484000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34673,32672,645,1260,78,2,X,21,0,0,0xXX49d80000,1,0x00026fa91X000355
2278484000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34673,32672,645,1260,78,2,X,21,0,0,0xXX49d80000,1,0x00026fa91X000355
2278484000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34673,32672,645,1260,78,2,X,21,0,0,0xXX49d80000,1,0x00026fa91X000355
2278492000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34674,32673,1906,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278516000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34677,32676,649,1260,78,2,X,22,0,0,0xXX89d80000,1,0x00026fad1X000356
2278516000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34677,32676,649,1260,78,2,X,22,0,0,0xXX89d80000,1,0x00026fad1X000356
2278516000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,1,0,34677,32676,649,1260,78,2,X,22,0,0,0xXX89d80000,1,0x00026fad1X000356
2278516000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34677,32676,649,1260,78,2,X,22,0,0,0xXX89d80000,1,0x00026fad1X000356
2278524000,2,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,0,34678,32677,1910,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278532000,2,0,1,0,0,0,0,0,0,0,0,1,1,0,3,1,0,34679,32678,1911,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278540000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34680,32679,652,1260,78,2,X,23,0,0,0xXXc9d80000,1,0x00026fb01X000357
2278540000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34680,32679,652,1260,78,2,X,23,0,0,0xXXc9d80000,1,0x00026fb01X000357
2278540000,2,1,1,0,0,1,1,1,1,0,0,1,1,0,3,1,0,34680,32679,652,1260,78,2,X,23,0,0,0xXXc9d80000,1,0x00026fb01X000357
2278540000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34680,32679,652,1260,78,2,X,23,0,0,0xXXc9d80000,1,0x00026fb01X000357
2278548000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,2,0,34681,32680,1913,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278556000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,3,0,34682,32681,1914,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278572000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34684,32683,656,1260,78,2,X,24,0,0,0xXX09d80000,1,0x00026fb41X000358
2278572000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34684,32683,656,1260,78,2,X,24,0,0,0xXX09d80000,1,0x00026fb41X000358
2278572000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34684,32683,656,1260,78,2,X,24,0,0,0xXX09d80000,1,0x00026fb41X000358
2278572000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34684,32683,656,1260,78,2,X,24,0,0,0xXX09d80000,1,0x00026fb41X000358
2278580000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34685,32684,1917,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278596000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34687,32686,659,1260,78,2,X,25,0,0,0xXX49d80000,1,0x00026fb71X000359
2278596000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34687,32686,659,1260,78,2,X,25,0,0,0xXX49d80000,1,0x00026fb71X000359
2278596000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34687,32686,659,1260,78,2,X,25,0,0,0xXX49d80000,1,0x00026fb71X000359
2278596000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34687,32686,659,1260,78,2,X,25,0,0,0xXX49d80000,1,0x00026fb71X000359
2278604000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34688,32687,1920,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278628000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34691,32690,663,1260,78,2,X,26,0,0,0xXX89d80000,1,0x00026fbb1X00035a
2278628000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34691,32690,663,1260,78,2,X,26,0,0,0xXX89d80000,1,0x00026fbb1X00035a
2278628000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34691,32690,663,1260,78,2,X,26,0,0,0xXX89d80000,1,0x00026fbb1X00035a
2278628000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,1,0,34691,32690,663,1260,78,2,X,26,0,0,0xXX89d80000,1,0x00026fbb1X00035a
2278636000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34692,32691,1924,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278652000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34694,32693,666,1260,78,2,X,27,0,0,0xXXc9d80000,1,0x00026fbe1X00035b
2278652000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34694,32693,666,1260,78,2,X,27,0,0,0xXXc9d80000,1,0x00026fbe1X00035b
2278652000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34694,32693,666,1260,78,2,X,27,0,0,0xXXc9d80000,1,0x00026fbe1X00035b
2278652000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,1,0,34694,32693,666,1260,78,2,X,27,0,0,0xXXc9d80000,1,0x00026fbe1X00035b
2278660000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34695,32694,1927,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278684000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34698,32697,670,1260,78,2,X,28,0,0,0xXX09d80000,1,0x00026fc21X00035c
2278684000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34698,32697,670,1260,78,2,X,28,0,0,0xXX09d80000,1,0x00026fc21X00035c
2278684000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34698,32697,670,1260,78,2,X,28,0,0,0xXX09d80000,1,0x00026fc21X00035c
2278684000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,3,0,34698,32697,670,1260,78,2,X,28,0,0,0xXX09d80000,1,0x00026fc21X00035c
2278692000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34699,32698,1931,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278708000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34701,32700,673,1260,78,2,X,29,0,0,0xXX49d80000,1,0x00026fc51X00035d
2278708000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34701,32700,673,1260,78,2,X,29,0,0,0xXX49d80000,1,0x00026fc51X00035d
2278708000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34701,32700,673,1260,78,2,X,29,0,0,0xXX49d80000,1,0x00026fc51X00035d
2278708000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34701,32700,673,1260,78,2,X,29,0,0,0xXX49d80000,1,0x00026fc51X00035d
2278716000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34702,32701,1934,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278740000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34705,32704,677,1260,78,2,X,30,0,0,0xXX89d80000,1,0x00026fc91X00035e
2278740000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34705,32704,677,1260,78,2,X,30,0,0,0xXX89d80000,1,0x00026fc91X00035e
2278740000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34705,32704,677,1260,78,2,X,30,0,0,0xXX89d80000,1,0x00026fc91X00035e
2278740000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34705,32704,677,1260,78,2,X,30,0,0,0xXX89d80000,1,0x00026fc91X00035e
2278748000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34706,32705,1938,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2278764000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,1,0,34708,32707,680,1260,78,2,X,31,0,0,0xXXc9d80000,1,0x00026fcc1X00035f
2278764000,1,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34708,32707,680,1260,78,2,X,31,0,0,0xXXc9d80000,1,0x00026fcc1X00035f
2278764000,2,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,34708,32707,680,1260,78,2,X,31,0,0,0xXXc9d80000,1,0x00026fcc1X00035f
2278764000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,34708,32707,680,1260,78,2,X,31,0,0,0xXXc9d80000,1,0x00026fcc1X00035f
2278772000,2,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,34709,32708,1941,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2285180000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,35510,33509,222,2520,157,1,X,0,0,0,0xXX13b00000,1,0x000272ee1X000360
2285180000,1,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,35510,33509,222,2520,157,1,X,0,0,0,0xXX13b00000,1,0x000272ee1X000360
2285180000,2,1,1,0,0,1,0,0,0,0,1,0,0,0,3,1,0,35510,33509,222,2520,157,1,X,0,0,0,0xXX13b00000,1,0x000272ee1X000360
2285180000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,35510,33509,222,2520,157,1,X,0,0,0,0xXX13b00000,1,0x000272ee1X000360
2285188000,1,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,35511,33510,2743,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2285204000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,35513,33512,225,2520,157,1,X,1,0,0,0xXX53b00000,1,0x000272f11X000361
2285204000,1,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,35513,33512,225,2520,157,1,X,1,0,0,0xXX53b00000,1,0x000272f11X000361
2285204000,2,1,1,0,0,1,0,0,0,0,1,0,0,0,3,2,0,35513,33512,225,2520,157,1,X,1,0,0,0xXX53b00000,1,0x000272f11X000361
2285204000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,35513,33512,225,2520,157,1,X,1,0,0,0xXX53b00000,1,0x000272f11X000361
2285212000,1,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,35514,33513,2746,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2285236000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,35517,33516,229,2520,157,1,X,2,0,0,0xXX93b00000,1,0x000272f51X000362
2285236000,1,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,35517,33516,229,2520,157,1,X,2,0,0,0xXX93b00000,1,0x000272f51X000362
2285236000,2,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,35517,33516,229,2520,157,1,X,2,0,0,0xXX93b00000,1,0x000272f51X000362
2285236000,3,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,35517,33516,229,2520,157,1,X,2,0,0,0xXX93b00000,1,0x000272f51X000362
2285244000,1,0,1,0,0,0,0,0,0,0,0,1,1,1,3,0,0,35518,33517,2750,0,0,0,0,0,0,0,0x0000000000,0,0x0000000000000000
2285260000,0,1,1,0,0,1,0,0,0,0,1,0,0,0,3,0,0,35520,33519,232,2520,157,1,X,3,0,0,0xXXd3b00000,1,0x000272f81X000363
2285260000,1,1,1,0,0,1,1,1,1,0,1,0,0,0,3,0,0,35520,33519,232,2520,157,1,X,3,0,0,0xXXd3b00000,1,0x000272f81X000363
