time_ps,tap,valid,ready,sop,eop,k_word,frame_header,subheader,frame_trailer,payload_region,tb_feb_valid,sidecar_valid,sidecar_hex,data_hex,decoded_asic,decoded_channel,decoded_t_fine
2050460800,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1050000f7,4,0,0
2050460800,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1050000f7,4,0,0
2050467200,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1060000f7,8,0,0
2050467200,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1060000f7,8,0,0
2050473600,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1070000f7,12,0,0
2050473600,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1070000f7,12,0,0
2050480000,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1080000f7,0,0,0
2050480000,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1080000f7,0,0,0
2050486400,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1090000f7,4,0,0
2050486400,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1090000f7,4,0,0
2050492800,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x10a0000f7,8,0,0
2050492800,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x10a0000f7,8,0,0
2050499200,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x10b0000f7,12,0,0
2050499200,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x10b0000f7,12,0,0
