time_ps,tap,valid,ready,sop,eop,k_word,frame_header,subheader,frame_trailer,payload_region,tb_feb_valid,sidecar_valid,sidecar_hex,data_hex,decoded_asic,decoded_channel,decoded_t_fine
2282633600,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1fd0000f7,4,0,0
2282640000,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1fe0000f7,8,0,0
2282646400,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1ff0020f7,12,0,16
2282652800,0,1,1,0,0,0,0,0,0,1,1,1,0x00026bd21X000320,0x0fXX00000,X,0,0
2282659200,0,1,1,0,0,0,0,0,0,1,1,1,0x00026bd51X000321,0x0fXX20000,X,1,0
2282665600,0,1,1,0,0,0,0,0,0,1,1,1,0x00026bd91X000322,0x0fXX40000,X,2,0
2282672000,0,1,1,0,0,0,0,0,0,1,1,1,0x00026bdc1X000323,0x0fXX60000,X,3,0
2282678400,0,1,1,0,0,0,0,0,0,1,1,1,0x00026be01X000324,0x0fXX80000,X,4,0
2282684800,0,1,1,0,0,0,0,0,0,1,1,1,0x00026be31X000325,0x0fXXa0000,X,5,0
2282691200,0,1,1,0,0,0,0,0,0,1,1,1,0x00026be71X000326,0x0fXXc0000,X,6,0
2282697600,0,1,1,0,0,0,0,0,0,1,1,1,0x00026bea1X000327,0x0fXXe0000,X,7,0
2282704000,0,1,1,0,0,0,0,0,0,1,1,1,0x00026bee1X000328,0x0fXX00000,X,8,0
2282710400,0,1,1,0,0,0,0,0,0,1,1,1,0x00026bf11X000329,0x0fXX20000,X,9,0
2282716800,0,1,1,0,0,0,0,0,0,1,1,1,0x00026bf51X00032a,0x0fXX40000,X,10,0
2282723200,0,1,1,0,0,0,0,0,0,1,1,1,0x00026bf81X00032b,0x0fXX60000,X,11,0
2282729600,0,1,1,0,0,0,0,0,0,1,1,1,0x00026bfc1X00032c,0x0fXX80000,X,12,0
2282736000,0,1,1,0,0,0,0,0,0,1,1,1,0x00026bff1X00032d,0x0fXXa0000,X,13,0
2282742400,0,1,1,0,0,0,0,0,0,1,1,1,0x00026c031X00032e,0x0fXXc0000,X,14,0
2282748800,0,1,1,0,0,0,0,0,0,1,1,1,0x00026c061X00032f,0x0fXXe0000,X,15,0
2282755200,0,1,1,0,0,0,0,0,0,1,1,1,0x00026c0a1X000330,0x0fXX00000,X,16,0
2282761600,0,1,1,0,0,0,0,0,0,1,1,1,0x00026c0d1X000331,0x0fXX20000,X,17,0
2282768000,0,1,1,0,0,0,0,0,0,1,1,1,0x00026c111X000332,0x0fXX40000,X,18,0
2282774400,0,1,1,0,0,0,0,0,0,1,1,1,0x00026c141X000333,0x0fXX60000,X,19,0
2282780800,0,1,1,0,0,0,0,0,0,1,1,1,0x00026c181X000334,0x0fXX80000,X,20,0
2282787200,0,1,1,0,0,0,0,0,0,1,1,1,0x00026c1b1X000335,0x0fXXa0000,X,21,0
2282793600,0,1,1,0,0,0,0,0,0,1,1,1,0x00026c1f1X000336,0x0fXXc0000,X,22,0
2282800000,0,1,1,0,0,0,0,0,0,1,1,1,0x00026c221X000337,0x0fXXe0000,X,23,0
2282806400,0,1,1,0,0,0,0,0,0,1,1,1,0x00026c261X000338,0x0fXX00000,X,24,0
2282812800,0,1,1,0,0,0,0,0,0,1,1,1,0x00026c291X000339,0x0fXX20000,X,25,0
2282819200,0,1,1,0,0,0,0,0,0,1,1,1,0x00026c2d1X00033a,0x0fXX40000,X,26,0
2282825600,0,1,1,0,0,0,0,0,0,1,1,1,0x00026c301X00033b,0x0fXX60000,X,27,0
2282832000,0,1,1,0,0,0,0,0,0,1,1,1,0x00026c341X00033c,0x0fXX80000,X,28,0
2282838400,0,1,1,0,0,0,0,0,0,1,1,1,0x00026c371X00033d,0x0fXXa0000,X,29,0
2282844800,0,1,1,0,0,0,0,0,0,1,1,1,0x00026c3b1X00033e,0x0fXXc0000,X,30,0
2282851200,0,1,1,0,0,0,0,0,0,1,1,1,0x00026c3e1X00033f,0x0fXXe0000,X,31,0
2282857600,0,1,1,0,1,1,0,0,1,1,0,0,0x0000000000000000,0x10000009c,0,0,0
2312534400,0,1,1,1,0,1,1,0,0,0,0,0,0x0000000000000000,0x1e00002bc,0,0,1
2312534400,1,1,1,1,0,1,1,0,0,0,0,0,0x0000000000000000,0x1e00002bc,0,0,1
2312540800,0,1,1,0,0,0,0,0,0,0,0,0,0x0000000000000000,0x000000000,0,0,0
2312540800,1,1,1,0,0,0,0,0,0,0,0,0,0x0000000000000000,0x000000000,0,0,0
2312547200,0,1,1,0,0,0,0,0,0,0,0,0,0x0000000000000000,0x080000008,0,0,0
2312547200,1,1,1,0,0,0,0,0,0,0,0,0,0x0000000000000000,0x080000008,0,0,0
2312553600,0,1,1,0,0,0,0,0,0,0,0,0,0x0000000000000000,0x001000060,4,0,0
2312553600,1,1,1,0,0,0,0,0,0,0,0,0,0x0000000000000000,0x001000000,4,0,0
2312560000,0,1,1,0,0,0,0,0,0,0,0,0,0x0000000000000000,0x000008850,0,0,4
2312560000,1,1,1,0,0,0,0,0,0,0,0,0,0x0000000000000000,0x000008800,0,0,4
2312566400,0,1,1,0,0,1,0,1,0,0,0,0,0x0000000000000000,0x1000000f7,0,0,0
2312566400,1,1,1,0,0,1,0,1,0,0,0,0,0x0000000000000000,0x1000000f7,0,0,0
2312572800,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1010000f7,4,0,0
2312572800,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1010000f7,4,0,0
2312579200,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1020000f7,8,0,0
2312579200,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1020000f7,8,0,0
2312585600,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1030000f7,12,0,0
2312585600,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1030000f7,12,0,0
2312592000,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1040000f7,0,0,0
2312592000,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1040000f7,0,0,0
2312598400,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1050000f7,4,0,0
2312598400,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1050000f7,4,0,0
2312604800,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1060000f7,8,0,0
2312604800,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1060000f7,8,0,0
2312611200,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1070000f7,12,0,0
2312611200,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1070000f7,12,0,0
2312617600,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1080000f7,0,0,0
2312617600,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1080000f7,0,0,0
2312624000,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1090000f7,4,0,0
2312624000,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1090000f7,4,0,0
2312630400,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x10a0000f7,8,0,0
2312630400,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x10a0000f7,8,0,0
2312636800,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x10b0000f7,12,0,0
2312636800,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x10b0000f7,12,0,0
2312643200,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x10c0000f7,0,0,0
2312643200,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x10c0000f7,0,0,0
2312649600,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x10d0000f7,4,0,0
2312649600,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x10d0000f7,4,0,0
2312656000,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x10e0000f7,8,0,0
2312656000,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x10e0000f7,8,0,0
2312662400,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x10f0000f7,12,0,0
2312662400,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x10f0000f7,12,0,0
2312668800,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1100000f7,0,0,0
2312668800,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1100000f7,0,0,0
2312675200,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1110000f7,4,0,0
2312675200,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1110000f7,4,0,0
2312681600,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1120000f7,8,0,0
2312681600,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1120000f7,8,0,0
2312688000,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1130000f7,12,0,0
2312688000,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1130000f7,12,0,0
2312694400,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1140000f7,0,0,0
2312694400,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1140000f7,0,0,0
2312700800,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1150000f7,4,0,0
2312700800,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1150000f7,4,0,0
2312707200,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1160000f7,8,0,0
2312707200,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1160000f7,8,0,0
2312713600,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1170000f7,12,0,0
2312713600,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1170000f7,12,0,0
2312720000,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1180000f7,0,0,0
2312720000,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1180000f7,0,0,0
2312726400,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1190000f7,4,0,0
2312726400,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1190000f7,4,0,0
2312732800,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x11a0000f7,8,0,0
2312732800,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x11a0000f7,8,0,0
2312739200,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x11b0000f7,12,0,0
2312739200,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x11b0000f7,12,0,0
2312745600,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x11c0000f7,0,0,0
2312745600,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x11c0000f7,0,0,0
2312752000,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x11d0000f7,4,0,0
2312752000,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x11d0000f7,4,0,0
2312758400,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x11e0000f7,8,0,0
2312758400,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x11e0000f7,8,0,0
2312764800,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x11f0000f7,12,0,0
2312764800,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x11f0000f7,12,0,0
2312771200,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1200000f7,0,0,0
2312771200,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1200000f7,0,0,0
2312777600,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1210000f7,4,0,0
2312777600,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1210000f7,4,0,0
2312784000,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1220000f7,8,0,0
2312784000,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1220000f7,8,0,0
2312790400,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1230000f7,12,0,0
2312790400,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1230000f7,12,0,0
2312796800,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1240000f7,0,0,0
2312796800,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1240000f7,0,0,0
2312803200,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1250000f7,4,0,0
2312803200,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1250000f7,4,0,0
2312809600,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1260000f7,8,0,0
2312809600,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1260000f7,8,0,0
2312816000,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1270000f7,12,0,0
2312816000,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1270000f7,12,0,0
2312822400,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1280000f7,0,0,0
2312822400,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1280000f7,0,0,0
2312828800,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1290000f7,4,0,0
2312828800,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1290000f7,4,0,0
2312835200,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x12a0000f7,8,0,0
2312835200,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x12a0000f7,8,0,0
2312841600,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x12b0000f7,12,0,0
2312841600,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x12b0000f7,12,0,0
2312848000,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x12c0000f7,0,0,0
2312848000,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x12c0000f7,0,0,0
2312854400,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x12d0000f7,4,0,0
2312854400,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x12d0000f7,4,0,0
2312860800,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x12e0000f7,8,0,0
2312860800,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x12e0000f7,8,0,0
2312867200,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x12f0000f7,12,0,0
2312867200,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x12f0000f7,12,0,0
2312873600,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1300000f7,0,0,0
2312873600,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1300000f7,0,0,0
2312880000,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1310000f7,4,0,0
2312880000,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1310000f7,4,0,0
2312886400,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1320000f7,8,0,0
2312886400,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1320000f7,8,0,0
2312892800,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1330000f7,12,0,0
2312892800,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1330000f7,12,0,0
2312899200,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1340000f7,0,0,0
2312899200,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1340000f7,0,0,0
2312905600,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1350000f7,4,0,0
2312905600,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1350000f7,4,0,0
2312912000,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1360000f7,8,0,0
2312912000,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1360000f7,8,0,0
2312918400,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1370000f7,12,0,0
2312918400,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1370000f7,12,0,0
2312924800,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1380000f7,0,0,0
2312924800,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1380000f7,0,0,0
2312931200,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1390000f7,4,0,0
2312931200,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1390000f7,4,0,0
2312937600,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x13a0000f7,8,0,0
2312937600,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x13a0000f7,8,0,0
2312944000,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x13b0000f7,12,0,0
2312944000,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x13b0000f7,12,0,0
2312950400,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x13c0000f7,0,0,0
2312950400,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x13c0000f7,0,0,0
2312956800,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x13d0000f7,4,0,0
2312956800,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x13d0000f7,4,0,0
2312963200,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x13e0000f7,8,0,0
2312963200,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x13e0000f7,8,0,0
2312969600,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x13f0000f7,12,0,0
2312969600,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x13f0000f7,12,0,0
2312976000,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1400000f7,0,0,0
2312976000,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1400000f7,0,0,0
2312982400,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1410000f7,4,0,0
2312982400,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1410000f7,4,0,0
2312988800,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1420000f7,8,0,0
2312988800,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1420000f7,8,0,0
2312995200,0,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1430000f7,12,0,0
2312995200,1,1,1,0,0,1,0,1,0,1,0,0,0x0000000000000000,0x1430000f7,12,0,0
