time_ps,bank,debug_valid,debug_delay_cycles,hit1_valid,hit1_ready,hit1_empty,hit1_error,hit_ts8n,hit_key,asic,channel,t_fine,metadata_valid,metadata_hex
2248972000,0,1,734,1,1,0,0,5671,98,X,7,0,1,0x000261401X0002e7
2249004000,0,1,738,1,1,0,0,5671,98,X,8,0,1,0x000261441X0002e8
2249028000,0,1,741,1,1,0,0,5671,98,X,9,0,1,0x000261471X0002e9
2249060000,0,1,745,1,1,0,0,5671,98,X,10,0,1,0x0002614b1X0002ea
2249084000,0,1,748,1,1,0,0,5671,98,X,11,0,1,0x0002614e1X0002eb
2249116000,0,1,752,1,1,0,0,5671,98,X,12,0,1,0x000261521X0002ec
2249140000,0,1,755,1,1,0,0,5671,98,X,13,0,1,0x000261551X0002ed
2249172000,0,1,759,1,1,0,0,5671,98,X,14,0,1,0x000261591X0002ee
2249196000,0,1,762,1,1,0,0,5671,98,X,15,0,1,0x0002615c1X0002ef
2249228000,0,1,766,1,1,0,0,5671,98,X,16,0,1,0x000261601X0002f0
2249252000,0,1,769,1,1,0,0,5671,98,X,17,0,1,0x000261631X0002f1
2249284000,0,1,773,1,1,0,0,5671,98,X,18,0,1,0x000261671X0002f2
2249308000,0,1,776,1,1,0,0,5671,98,X,19,0,1,0x0002616a1X0002f3
2249340000,0,1,780,1,1,0,0,5671,98,X,20,0,1,0x0002616e1X0002f4
2249364000,0,1,783,1,1,0,0,5671,98,X,21,0,1,0x000261711X0002f5
2249396000,0,1,787,1,1,0,0,5671,98,X,22,0,1,0x000261751X0002f6
2249420000,0,1,790,1,1,0,0,5671,98,X,23,0,1,0x000261781X0002f7
2249452000,0,1,794,1,1,0,0,5671,98,X,24,0,1,0x0002617c1X0002f8
2249476000,0,1,797,1,1,0,0,5671,98,X,25,0,1,0x0002617f1X0002f9
2249508000,0,1,801,1,1,0,0,5671,98,X,26,0,1,0x000261831X0002fa
2249532000,0,1,804,1,1,0,0,5671,98,X,27,0,1,0x000261861X0002fb
2249564000,0,1,808,1,1,0,0,5671,98,X,28,0,1,0x0002618a1X0002fc
2249588000,0,1,811,1,1,0,0,5671,98,X,29,0,1,0x0002618d1X0002fd
2249620000,0,1,815,1,1,0,0,5671,98,X,30,0,1,0x000261911X0002fe
2249644000,0,1,818,1,1,0,0,5671,98,X,31,0,1,0x000261941X0002ff
2256060000,0,1,360,1,1,0,0,6931,177,X,0,0,1,0x000264b61X000300
2256084000,0,1,363,1,1,0,0,6931,177,X,1,0,1,0x000264b91X000301
2256116000,0,1,367,1,1,0,0,6931,177,X,2,0,1,0x000264bd1X000302
2256140000,0,1,370,1,1,0,0,6931,177,X,3,0,1,0x000264c01X000303
2256172000,0,1,374,1,1,0,0,6931,177,X,4,0,1,0x000264c41X000304
2256196000,0,1,377,1,1,0,0,6931,177,X,5,0,1,0x000264c71X000305
2256228000,0,1,381,1,1,0,0,6931,177,X,6,0,1,0x000264cb1X000306
2256252000,0,1,384,1,1,0,0,6931,177,X,7,0,1,0x000264ce1X000307
2256284000,0,1,388,1,1,0,0,6931,177,X,8,0,1,0x000264d21X000308
2256308000,0,1,391,1,1,0,0,6931,177,X,9,0,1,0x000264d51X000309
2256340000,0,1,395,1,1,0,0,6931,177,X,10,0,1,0x000264d91X00030a
2256364000,0,1,398,1,1,0,0,6931,177,X,11,0,1,0x000264dc1X00030b
2256396000,0,1,402,1,1,0,0,6931,177,X,12,0,1,0x000264e01X00030c
2256420000,0,1,405,1,1,0,0,6931,177,X,13,0,1,0x000264e31X00030d
2256452000,0,1,409,1,1,0,0,6931,177,X,14,0,1,0x000264e71X00030e
2256476000,0,1,412,1,1,0,0,6931,177,X,15,0,1,0x000264ea1X00030f
2256508000,0,1,416,1,1,0,0,6931,177,X,16,0,1,0x000264ee1X000310
2256532000,0,1,419,1,1,0,0,6931,177,X,17,0,1,0x000264f11X000311
2256564000,0,1,423,1,1,0,0,6931,177,X,18,0,1,0x000264f51X000312
2256588000,0,1,426,1,1,0,0,6931,177,X,19,0,1,0x000264f81X000313
2256620000,0,1,430,1,1,0,0,6931,177,X,20,0,1,0x000264fc1X000314
2256644000,0,1,433,1,1,0,0,6931,177,X,21,0,1,0x000264ff1X000315
2256676000,0,1,437,1,1,0,0,6931,177,X,22,0,1,0x000265031X000316
2256700000,0,1,440,1,1,0,0,6931,177,X,23,0,1,0x000265061X000317
2256732000,0,1,444,1,1,0,0,6931,177,X,24,0,1,0x0002650a1X000318
2256756000,0,1,447,1,1,0,0,6931,177,X,25,0,1,0x0002650d1X000319
2256788000,0,1,451,1,1,0,0,6931,177,X,26,0,1,0x000265111X00031a
2256812000,0,1,454,1,1,0,0,6931,177,X,27,0,1,0x000265141X00031b
2256844000,0,1,458,1,1,0,0,6931,177,X,28,0,1,0x000265181X00031c
2256868000,0,1,461,1,1,0,0,6931,177,X,29,0,1,0x0002651b1X00031d
2256900000,0,1,465,1,1,0,0,6931,177,X,30,0,1,0x0002651f1X00031e
2256924000,0,1,468,1,1,0,0,6931,177,X,31,0,1,0x000265221X00031f
2270620000,0,1,920,1,1,0,0,8191,255,X,0,0,1,0x00026bd21X000320
2270644000,0,1,923,1,1,0,0,8191,255,X,1,0,1,0x00026bd51X000321
2270676000,0,1,927,1,1,0,0,8191,255,X,2,0,1,0x00026bd91X000322
2270700000,0,1,930,1,1,0,0,8191,255,X,3,0,1,0x00026bdc1X000323
2270732000,0,1,934,1,1,0,0,8191,255,X,4,0,1,0x00026be01X000324
2270756000,0,1,937,1,1,0,0,8191,255,X,5,0,1,0x00026be31X000325
2270788000,0,1,941,1,1,0,0,8191,255,X,6,0,1,0x00026be71X000326
2270812000,0,1,944,1,1,0,0,8191,255,X,7,0,1,0x00026bea1X000327
2270844000,0,1,948,1,1,0,0,8191,255,X,8,0,1,0x00026bee1X000328
2270868000,0,1,951,1,1,0,0,8191,255,X,9,0,1,0x00026bf11X000329
2270900000,0,1,955,1,1,0,0,8191,255,X,10,0,1,0x00026bf51X00032a
2270924000,0,1,958,1,1,0,0,8191,255,X,11,0,1,0x00026bf81X00032b
2270956000,0,1,962,1,1,0,0,8191,255,X,12,0,1,0x00026bfc1X00032c
2270980000,0,1,965,1,1,0,0,8191,255,X,13,0,1,0x00026bff1X00032d
2271012000,0,1,969,1,1,0,0,8191,255,X,14,0,1,0x00026c031X00032e
2271036000,0,1,972,1,1,0,0,8191,255,X,15,0,1,0x00026c061X00032f
2271068000,0,1,976,1,1,0,0,8191,255,X,16,0,1,0x00026c0a1X000330
2271092000,0,1,979,1,1,0,0,8191,255,X,17,0,1,0x00026c0d1X000331
2271124000,0,1,983,1,1,0,0,8191,255,X,18,0,1,0x00026c111X000332
2271148000,0,1,986,1,1,0,0,8191,255,X,19,0,1,0x00026c141X000333
2271180000,0,1,990,1,1,0,0,8191,255,X,20,0,1,0x00026c181X000334
2271204000,0,1,993,1,1,0,0,8191,255,X,21,0,1,0x00026c1b1X000335
2271236000,0,1,997,1,1,0,0,8191,255,X,22,0,1,0x00026c1f1X000336
2271260000,0,1,1000,1,1,0,0,8191,255,X,23,0,1,0x00026c221X000337
2271292000,0,1,1004,1,1,0,0,8191,255,X,24,0,1,0x00026c261X000338
2271316000,0,1,1007,1,1,0,0,8191,255,X,25,0,1,0x00026c291X000339
2271348000,0,1,1011,1,1,0,0,8191,255,X,26,0,1,0x00026c2d1X00033a
2271372000,0,1,1014,1,1,0,0,8191,255,X,27,0,1,0x00026c301X00033b
2271404000,0,1,1018,1,1,0,0,8191,255,X,28,0,1,0x00026c341X00033c
2271428000,0,1,1021,1,1,0,0,8191,255,X,29,0,1,0x00026c371X00033d
2271460000,0,1,1025,1,1,0,0,8191,255,X,30,0,1,0x00026c3b1X00033e
2271484000,0,1,1028,1,1,0,0,8191,255,X,31,0,1,0x00026c3e1X00033f
2277900000,0,1,569,1,1,0,0,1260,78,X,0,0,1,0x00026f601X000340
2277924000,0,1,572,1,1,0,0,1260,78,X,1,0,1,0x00026f631X000341
2277956000,0,1,576,1,1,0,0,1260,78,X,2,0,1,0x00026f671X000342
2277980000,0,1,579,1,1,0,0,1260,78,X,3,0,1,0x00026f6a1X000343
2278012000,0,1,583,1,1,0,0,1260,78,X,4,0,1,0x00026f6e1X000344
2278036000,0,1,586,1,1,0,0,1260,78,X,5,0,1,0x00026f711X000345
2278068000,0,1,590,1,1,0,0,1260,78,X,6,0,1,0x00026f751X000346
2278092000,0,1,593,1,1,0,0,1260,78,X,7,0,1,0x00026f781X000347
2278124000,0,1,597,1,1,0,0,1260,78,X,8,0,1,0x00026f7c1X000348
2278148000,0,1,600,1,1,0,0,1260,78,X,9,0,1,0x00026f7f1X000349
2278180000,0,1,604,1,1,0,0,1260,78,X,10,0,1,0x00026f831X00034a
2278204000,0,1,607,1,1,0,0,1260,78,X,11,0,1,0x00026f861X00034b
2278236000,0,1,611,1,1,0,0,1260,78,X,12,0,1,0x00026f8a1X00034c
2278260000,0,1,614,1,1,0,0,1260,78,X,13,0,1,0x00026f8d1X00034d
2278292000,0,1,618,1,1,0,0,1260,78,X,14,0,1,0x00026f911X00034e
2278316000,0,1,621,1,1,0,0,1260,78,X,15,0,1,0x00026f941X00034f
2278348000,0,1,625,1,1,0,0,1260,78,X,16,0,1,0x00026f981X000350
2278372000,0,1,628,1,1,0,0,1260,78,X,17,0,1,0x00026f9b1X000351
2278404000,0,1,632,1,1,0,0,1260,78,X,18,0,1,0x00026f9f1X000352
2278428000,0,1,635,1,1,0,0,1260,78,X,19,0,1,0x00026fa21X000353
2278460000,0,1,639,1,1,0,0,1260,78,X,20,0,1,0x00026fa61X000354
2278484000,0,1,642,1,1,0,0,1260,78,X,21,0,1,0x00026fa91X000355
2278516000,0,1,646,1,1,0,0,1260,78,X,22,0,1,0x00026fad1X000356
2278540000,0,1,649,1,1,0,0,1260,78,X,23,0,1,0x00026fb01X000357
2278572000,0,1,653,1,1,0,0,1260,78,X,24,0,1,0x00026fb41X000358
2278596000,0,1,656,1,1,0,0,1260,78,X,25,0,1,0x00026fb71X000359
2278628000,0,1,660,1,1,0,0,1260,78,X,26,0,1,0x00026fbb1X00035a
2278652000,0,1,663,1,1,0,0,1260,78,X,27,0,1,0x00026fbe1X00035b
2278684000,0,1,667,1,1,0,0,1260,78,X,28,0,1,0x00026fc21X00035c
2278708000,0,1,670,1,1,0,0,1260,78,X,29,0,1,0x00026fc51X00035d
2278740000,0,1,674,1,1,0,0,1260,78,X,30,0,1,0x00026fc91X00035e
2278764000,0,1,677,1,1,0,0,1260,78,X,31,0,1,0x00026fcc1X00035f
2285180000,0,1,219,1,1,0,0,2520,157,X,0,0,1,0x000272ee1X000360
2285204000,0,1,222,1,1,0,0,2520,157,X,1,0,1,0x000272f11X000361
2285236000,0,1,226,1,1,0,0,2520,157,X,2,0,1,0x000272f51X000362
2285260000,0,1,229,1,1,0,0,2520,157,X,3,0,1,0x000272f81X000363
2285292000,0,1,233,1,1,0,0,2520,157,X,4,0,1,0x000272fc1X000364
2285316000,0,1,236,1,1,0,0,2520,157,X,5,0,1,0x000272ff1X000365
2285348000,0,1,240,1,1,0,0,2520,157,X,6,0,1,0x000273031X000366
2285372000,0,1,243,1,1,0,0,2520,157,X,7,0,1,0x000273061X000367
2285404000,0,1,247,1,1,0,0,2520,157,X,8,0,1,0x0002730a1X000368
2285428000,0,1,250,1,1,0,0,2520,157,X,9,0,1,0x0002730d1X000369
2285460000,0,1,254,1,1,0,0,2520,157,X,10,0,1,0x000273111X00036a
2285484000,0,1,257,1,1,0,0,2520,157,X,11,0,1,0x000273141X00036b
2285516000,0,1,261,1,1,0,0,2520,157,X,12,0,1,0x000273181X00036c
2285540000,0,1,264,1,1,0,0,2520,157,X,13,0,1,0x0002731b1X00036d
2285572000,0,1,268,1,1,0,0,2520,157,X,14,0,1,0x0002731f1X00036e
2285596000,0,1,271,1,1,0,0,2520,157,X,15,0,1,0x000273221X00036f
2285628000,0,1,275,1,1,0,0,2520,157,X,16,0,1,0x000273261X000370
2285652000,0,1,278,1,1,0,0,2520,157,X,17,0,1,0x000273291X000371
2285684000,0,1,282,1,1,0,0,2520,157,X,18,0,1,0x0002732d1X000372
2285708000,0,1,285,1,1,0,0,2520,157,X,19,0,1,0x000273301X000373
2285740000,0,1,289,1,1,0,0,2520,157,X,20,0,1,0x000273341X000374
2285764000,0,1,292,1,1,0,0,2520,157,X,21,0,1,0x000273371X000375
2285796000,0,1,296,1,1,0,0,2520,157,X,22,0,1,0x0002733b1X000376
2285820000,0,1,299,1,1,0,0,2520,157,X,23,0,1,0x0002733e1X000377
2285852000,0,1,303,1,1,0,0,2520,157,X,24,0,1,0x000273421X000378
2285876000,0,1,306,1,1,0,0,2520,157,X,25,0,1,0x000273451X000379
2285908000,0,1,310,1,1,0,0,2520,157,X,26,0,1,0x000273491X00037a
2285932000,0,1,313,1,1,0,0,2520,157,X,27,0,1,0x0002734c1X00037b
2285964000,0,1,317,1,1,0,0,2520,157,X,28,0,1,0x000273501X00037c
2285988000,0,1,320,1,1,0,0,2520,157,X,29,0,1,0x000273531X00037d
2286020000,0,1,324,1,1,0,0,2520,157,X,30,0,1,0x000273571X00037e
2286044000,0,1,327,1,1,0,0,2520,157,X,31,0,1,0x0002735a1X00037f
2299740000,0,1,779,1,1,0,0,3780,236,X,0,0,1,0x00027a0a1X000380
2299764000,0,1,782,1,1,0,0,3780,236,X,1,0,1,0x00027a0d1X000381
2299796000,0,1,786,1,1,0,0,3780,236,X,2,0,1,0x00027a111X000382
2299820000,0,1,789,1,1,0,0,3780,236,X,3,0,1,0x00027a141X000383
2299852000,0,1,793,1,1,0,0,3780,236,X,4,0,1,0x00027a181X000384
2299876000,0,1,796,1,1,0,0,3780,236,X,5,0,1,0x00027a1b1X000385
2299908000,0,1,800,1,1,0,0,3780,236,X,6,0,1,0x00027a1f1X000386
2299932000,0,1,803,1,1,0,0,3780,236,X,7,0,1,0x00027a221X000387
2299964000,0,1,807,1,1,0,0,3780,236,X,8,0,1,0x00027a261X000388
2299988000,0,1,810,1,1,0,0,3780,236,X,9,0,1,0x00027a291X000389
2300020000,0,1,814,1,1,0,0,3780,236,X,10,0,1,0x00027a2d1X00038a
2300044000,0,1,817,1,1,0,0,3780,236,X,11,0,1,0x00027a301X00038b
2300076000,0,1,821,1,1,0,0,3780,236,X,12,0,1,0x00027a341X00038c
2300100000,0,1,824,1,1,0,0,3780,236,X,13,0,1,0x00027a371X00038d
2300132000,0,1,828,1,1,0,0,3780,236,X,14,0,1,0x00027a3b1X00038e
2300156000,0,1,831,1,1,0,0,3780,236,X,15,0,1,0x00027a3e1X00038f
2300188000,0,1,835,1,1,0,0,3780,236,X,16,0,1,0x00027a421X000390
2300212000,0,1,838,1,1,0,0,3780,236,X,17,0,1,0x00027a451X000391
2300244000,0,1,842,1,1,0,0,3780,236,X,18,0,1,0x00027a491X000392
2300268000,0,1,845,1,1,0,0,3780,236,X,19,0,1,0x00027a4c1X000393
2300300000,0,1,849,1,1,0,0,3780,236,X,20,0,1,0x00027a501X000394
2300324000,0,1,852,1,1,0,0,3780,236,X,21,0,1,0x00027a531X000395
2300356000,0,1,856,1,1,0,0,3780,236,X,22,0,1,0x00027a571X000396
2300380000,0,1,859,1,1,0,0,3780,236,X,23,0,1,0x00027a5a1X000397
2300412000,0,1,863,1,1,0,0,3780,236,X,24,0,1,0x00027a5e1X000398
2300436000,0,1,866,1,1,0,0,3780,236,X,25,0,1,0x00027a611X000399
2300468000,0,1,870,1,1,0,0,3780,236,X,26,0,1,0x00027a651X00039a
2300492000,0,1,873,1,1,0,0,3780,236,X,27,0,1,0x00027a681X00039b
2300524000,0,1,877,1,1,0,0,3780,236,X,28,0,1,0x00027a6c1X00039c
2300548000,0,1,880,1,1,0,0,3780,236,X,29,0,1,0x00027a6f1X00039d
2300580000,0,1,884,1,1,0,0,3780,236,X,30,0,1,0x00027a731X00039e
2300604000,0,1,887,1,1,0,0,3780,236,X,31,0,1,0x00027a761X00039f
2307020000,0,1,428,1,1,0,0,5041,59,X,0,0,1,0x00027d981X0003a0
2307044000,0,1,431,1,1,0,0,5041,59,X,1,0,1,0x00027d9b1X0003a1
2307076000,0,1,435,1,1,0,0,5041,59,X,2,0,1,0x00027d9f1X0003a2
2307100000,0,1,438,1,1,0,0,5041,59,X,3,0,1,0x00027da21X0003a3
2307132000,0,1,442,1,1,0,0,5041,59,X,4,0,1,0x00027da61X0003a4
2307156000,0,1,445,1,1,0,0,5041,59,X,5,0,1,0x00027da91X0003a5
2307188000,0,1,449,1,1,0,0,5041,59,X,6,0,1,0x00027dad1X0003a6
2307212000,0,1,452,1,1,0,0,5041,59,X,7,0,1,0x00027db01X0003a7
2307244000,0,1,456,1,1,0,0,5041,59,X,8,0,1,0x00027db41X0003a8
2307268000,0,1,459,1,1,0,0,5041,59,X,9,0,1,0x00027db71X0003a9
2307300000,0,1,463,1,1,0,0,5041,59,X,10,0,1,0x00027dbb1X0003aa
2307324000,0,1,466,1,1,0,0,5041,59,X,11,0,1,0x00027dbe1X0003ab
2307356000,0,1,470,1,1,0,0,5041,59,X,12,0,1,0x00027dc21X0003ac
2307380000,0,1,473,1,1,0,0,5041,59,X,13,0,1,0x00027dc51X0003ad
2307412000,0,1,477,1,1,0,0,5041,59,X,14,0,1,0x00027dc91X0003ae
2307436000,0,1,480,1,1,0,0,5041,59,X,15,0,1,0x00027dcc1X0003af
2307468000,0,1,484,1,1,0,0,5041,59,X,16,0,1,0x00027dd01X0003b0
2307492000,0,1,487,1,1,0,0,5041,59,X,17,0,1,0x00027dd31X0003b1
2307524000,0,1,491,1,1,0,0,5041,59,X,18,0,1,0x00027dd71X0003b2
2307548000,0,1,494,1,1,0,0,5041,59,X,19,0,1,0x00027dda1X0003b3
2307580000,0,1,498,1,1,0,0,5041,59,X,20,0,1,0x00027dde1X0003b4
2307604000,0,1,501,1,1,0,0,5041,59,X,21,0,1,0x00027de11X0003b5
2307636000,0,1,505,1,1,0,0,5041,59,X,22,0,1,0x00027de51X0003b6
2307660000,0,1,508,1,1,0,0,5041,59,X,23,0,1,0x00027de81X0003b7
2307692000,0,1,512,1,1,0,0,5041,59,X,24,0,1,0x00027dec1X0003b8
2307716000,0,1,515,1,1,0,0,5041,59,X,25,0,1,0x00027def1X0003b9
2307748000,0,1,519,1,1,0,0,5041,59,X,26,0,1,0x00027df31X0003ba
2307772000,0,1,522,1,1,0,0,5041,59,X,27,0,1,0x00027df61X0003bb
2307804000,0,1,526,1,1,0,0,5041,59,X,28,0,1,0x00027dfa1X0003bc
2307828000,0,1,529,1,1,0,0,5041,59,X,29,0,1,0x00027dfd1X0003bd
2307860000,0,1,533,1,1,0,0,5041,59,X,30,0,1,0x00027e011X0003be
2307884000,0,1,536,1,1,0,0,5041,59,X,31,0,1,0x00027e041X0003bf
2314300000,0,1,78,1,1,0,0,6301,137,X,0,0,1,0x000281261X0003c0
2314324000,0,1,81,1,1,0,0,6301,137,X,1,0,1,0x000281291X0003c1
2314356000,0,1,85,1,1,0,0,6301,137,X,2,0,1,0x0002812d1X0003c2
2314380000,0,1,88,1,1,0,0,6301,137,X,3,0,1,0x000281301X0003c3
2314412000,0,1,92,1,1,0,0,6301,137,X,4,0,1,0x000281341X0003c4
2314436000,0,1,95,1,1,0,0,6301,137,X,5,0,1,0x000281371X0003c5
2314468000,0,1,99,1,1,0,0,6301,137,X,6,0,1,0x0002813b1X0003c6
2314492000,0,1,102,1,1,0,0,6301,137,X,7,0,1,0x0002813e1X0003c7
2314524000,0,1,106,1,1,0,0,6301,137,X,8,0,1,0x000281421X0003c8
2314548000,0,1,109,1,1,0,0,6301,137,X,9,0,1,0x000281451X0003c9
2314580000,0,1,113,1,1,0,0,6301,137,X,10,0,1,0x000281491X0003ca
2314604000,0,1,116,1,1,0,0,6301,137,X,11,0,1,0x0002814c1X0003cb
2314636000,0,1,120,1,1,0,0,6301,137,X,12,0,1,0x000281501X0003cc
2314660000,0,1,123,1,1,0,0,6301,137,X,13,0,1,0x000281531X0003cd
2314692000,0,1,127,1,1,0,0,6301,137,X,14,0,1,0x000281571X0003ce
2314716000,0,1,130,1,1,0,0,6301,137,X,15,0,1,0x0002815a1X0003cf
2314748000,0,1,134,1,1,0,0,6301,137,X,16,0,1,0x0002815e1X0003d0
2314772000,0,1,137,1,1,0,0,6301,137,X,17,0,1,0x000281611X0003d1
2314804000,0,1,141,1,1,0,0,6301,137,X,18,0,1,0x000281651X0003d2
2314828000,0,1,144,1,1,0,0,6301,137,X,19,0,1,0x000281681X0003d3
2314860000,0,1,148,1,1,0,0,6301,137,X,20,0,1,0x0002816c1X0003d4
2314884000,0,1,151,1,1,0,0,6301,137,X,21,0,1,0x0002816f1X0003d5
2314916000,0,1,155,1,1,0,0,6301,137,X,22,0,1,0x000281731X0003d6
2314940000,0,1,158,1,1,0,0,6301,137,X,23,0,1,0x000281761X0003d7
2314972000,0,1,162,1,1,0,0,6301,137,X,24,0,1,0x0002817a1X0003d8
2314996000,0,1,165,1,1,0,0,6301,137,X,25,0,1,0x0002817d1X0003d9
2315028000,0,1,169,1,1,0,0,6301,137,X,26,0,1,0x000281811X0003da
2321580000,0,1,988,1,1,0,0,6301,137,X,27,0,1,0x000284b41X0003db
2321612000,0,1,992,1,1,0,0,6301,137,X,28,0,1,0x000284b81X0003dc
2321636000,0,1,995,1,1,0,0,6301,137,X,29,0,1,0x000284bb1X0003dd
2321668000,0,1,999,1,1,0,0,6301,137,X,30,0,1,0x000284bf1X0003de
2321692000,0,1,1002,1,1,0,0,6301,137,X,31,0,1,0x000284c21X0003df
2328860000,0,1,638,1,1,0,0,7561,216,X,0,0,1,0x000288421X0003e0
2328884000,0,1,641,1,1,0,0,7561,216,X,1,0,1,0x000288451X0003e1
2328916000,0,1,645,1,1,0,0,7561,216,X,2,0,1,0x000288491X0003e2
2328940000,0,1,648,1,1,0,0,7561,216,X,3,0,1,0x0002884c1X0003e3
2328972000,0,1,652,1,1,0,0,7561,216,X,4,0,1,0x000288501X0003e4
2328996000,0,1,655,1,1,0,0,7561,216,X,5,0,1,0x000288531X0003e5
2329028000,0,1,659,1,1,0,0,7561,216,X,6,0,1,0x000288571X0003e6
2329052000,0,1,662,1,1,0,0,7561,216,X,7,0,1,0x0002885a1X0003e7
2329084000,0,1,666,1,1,0,0,7561,216,X,8,0,1,0x0002885e1X0003e8
2329108000,0,1,669,1,1,0,0,7561,216,X,9,0,1,0x000288611X0003e9
2329140000,0,1,673,1,1,0,0,7561,216,X,10,0,1,0x000288651X0003ea
2329164000,0,1,676,1,1,0,0,7561,216,X,11,0,1,0x000288681X0003eb
2329196000,0,1,680,1,1,0,0,7561,216,X,12,0,1,0x0002886c1X0003ec
2329220000,0,1,683,1,1,0,0,7561,216,X,13,0,1,0x0002886f1X0003ed
2329252000,0,1,687,1,1,0,0,7561,216,X,14,0,1,0x000288731X0003ee
2329276000,0,1,690,1,1,0,0,7561,216,X,15,0,1,0x000288761X0003ef
2329308000,0,1,694,1,1,0,0,7561,216,X,16,0,1,0x0002887a1X0003f0
2329332000,0,1,697,1,1,0,0,7561,216,X,17,0,1,0x0002887d1X0003f1
2329364000,0,1,701,1,1,0,0,7561,216,X,18,0,1,0x000288811X0003f2
2329388000,0,1,704,1,1,0,0,7561,216,X,19,0,1,0x000288841X0003f3
2329420000,0,1,708,1,1,0,0,7561,216,X,20,0,1,0x000288881X0003f4
2329444000,0,1,711,1,1,0,0,7561,216,X,21,0,1,0x0002888b1X0003f5
2329476000,0,1,715,1,1,0,0,7561,216,X,22,0,1,0x0002888f1X0003f6
2329500000,0,1,718,1,1,0,0,7561,216,X,23,0,1,0x000288921X0003f7
2329532000,0,1,722,1,1,0,0,7561,216,X,24,0,1,0x000288961X0003f8
2329556000,0,1,725,1,1,0,0,7561,216,X,25,0,1,0x000288991X0003f9
2329588000,0,1,729,1,1,0,0,7561,216,X,26,0,1,0x0002889d1X0003fa
2329612000,0,1,732,1,1,0,0,7561,216,X,27,0,1,0x000288a01X0003fb
2329644000,0,1,736,1,1,0,0,7561,216,X,28,0,1,0x000288a41X0003fc
2329668000,0,1,739,1,1,0,0,7561,216,X,29,0,1,0x000288a71X0003fd
2329700000,0,1,743,1,1,0,0,7561,216,X,30,0,1,0x000288ab1X0003fe
2329724000,0,1,746,1,1,0,0,7561,216,X,31,0,1,0x000288ae1X0003ff
2336140000,0,1,287,1,1,0,0,630,39,X,0,0,1,0x00028bd01X000400
2336164000,0,1,290,1,1,0,0,630,39,X,1,0,1,0x00028bd31X000401
2336196000,0,1,294,1,1,0,0,630,39,X,2,0,1,0x00028bd71X000402
2336220000,0,1,297,1,1,0,0,630,39,X,3,0,1,0x00028bda1X000403
2336252000,0,1,301,1,1,0,0,630,39,X,4,0,1,0x00028bde1X000404
2336276000,0,1,304,1,1,0,0,630,39,X,5,0,1,0x00028be11X000405
2336308000,0,1,308,1,1,0,0,630,39,X,6,0,1,0x00028be51X000406
2336332000,0,1,311,1,1,0,0,630,39,X,7,0,1,0x00028be81X000407
2336364000,0,1,315,1,1,0,0,630,39,X,8,0,1,0x00028bec1X000408
2336388000,0,1,318,1,1,0,0,630,39,X,9,0,1,0x00028bef1X000409
2336420000,0,1,322,1,1,0,0,630,39,X,10,0,1,0x00028bf31X00040a
2336444000,0,1,325,1,1,0,0,630,39,X,11,0,1,0x00028bf61X00040b
2336476000,0,1,329,1,1,0,0,630,39,X,12,0,1,0x00028bfa1X00040c
2336500000,0,1,332,1,1,0,0,630,39,X,13,0,1,0x00028bfd1X00040d
2336532000,0,1,336,1,1,0,0,630,39,X,14,0,1,0x00028c011X00040e
2336556000,0,1,339,1,1,0,0,630,39,X,15,0,1,0x00028c041X00040f
2336588000,0,1,343,1,1,0,0,630,39,X,16,0,1,0x00028c081X000410
2336612000,0,1,346,1,1,0,0,630,39,X,17,0,1,0x00028c0b1X000411
2336644000,0,1,350,1,1,0,0,630,39,X,18,0,1,0x00028c0f1X000412
2336668000,0,1,353,1,1,0,0,630,39,X,19,0,1,0x00028c121X000413
2336700000,0,1,357,1,1,0,0,630,39,X,20,0,1,0x00028c161X000414
2336724000,0,1,360,1,1,0,0,630,39,X,21,0,1,0x00028c191X000415
2336756000,0,1,364,1,1,0,0,630,39,X,22,0,1,0x00028c1d1X000416
2336780000,0,1,367,1,1,0,0,630,39,X,23,0,1,0x00028c201X000417
2336812000,0,1,371,1,1,0,0,630,39,X,24,0,1,0x00028c241X000418
2336836000,0,1,374,1,1,0,0,630,39,X,25,0,1,0x00028c271X000419
2336868000,0,1,378,1,1,0,0,630,39,X,26,0,1,0x00028c2b1X00041a
2336892000,0,1,381,1,1,0,0,630,39,X,27,0,1,0x00028c2e1X00041b
2336924000,0,1,385,1,1,0,0,630,39,X,28,0,1,0x00028c321X00041c
2336948000,0,1,388,1,1,0,0,630,39,X,29,0,1,0x00028c351X00041d
2336980000,0,1,392,1,1,0,0,630,39,X,30,0,1,0x00028c391X00041e
2337004000,0,1,395,1,1,0,0,630,39,X,31,0,1,0x00028c3c1X00041f
2350700000,0,1,847,1,1,0,0,1890,118,X,0,0,1,0x000292ec1X000420
2350724000,0,1,850,1,1,0,0,1890,118,X,1,0,1,0x000292ef1X000421
2350756000,0,1,854,1,1,0,0,1890,118,X,2,0,1,0x000292f31X000422
2350780000,0,1,857,1,1,0,0,1890,118,X,3,0,1,0x000292f61X000423
2350812000,0,1,861,1,1,0,0,1890,118,X,4,0,1,0x000292fa1X000424
2350836000,0,1,864,1,1,0,0,1890,118,X,5,0,1,0x000292fd1X000425
2350868000,0,1,868,1,1,0,0,1890,118,X,6,0,1,0x000293011X000426
2350892000,0,1,871,1,1,0,0,1890,118,X,7,0,1,0x000293041X000427
