time_ps,bank,debug_valid,debug_delay_cycles,hit1_valid,hit1_ready,hit1_empty,hit1_error,hit_ts8n,hit_key,asic,channel,t_fine,metadata_valid,metadata_hex
2016684000,0,1,685,1,1,0,0,1260,78,X,31,0,1,0x0001efd41X00001f
2023100000,0,1,227,1,1,0,0,2520,157,X,0,0,1,0x0001f2f61X000020
2023124000,0,1,230,1,1,0,0,2520,157,X,1,0,1,0x0001f2f91X000021
2023156000,0,1,234,1,1,0,0,2520,157,X,2,0,1,0x0001f2fd1X000022
2023180000,0,1,237,1,1,0,0,2520,157,X,3,0,1,0x0001f3001X000023
2023212000,0,1,241,1,1,0,0,2520,157,X,4,0,1,0x0001f3041X000024
2023236000,0,1,244,1,1,0,0,2520,157,X,5,0,1,0x0001f3071X000025
2023268000,0,1,248,1,1,0,0,2520,157,X,6,0,1,0x0001f30b1X000026
2023292000,0,1,251,1,1,0,0,2520,157,X,7,0,1,0x0001f30e1X000027
2023324000,0,1,255,1,1,0,0,2520,157,X,8,0,1,0x0001f3121X000028
2023348000,0,1,258,1,1,0,0,2520,157,X,9,0,1,0x0001f3151X000029
2023380000,0,1,262,1,1,0,0,2520,157,X,10,0,1,0x0001f3191X00002a
2023404000,0,1,265,1,1,0,0,2520,157,X,11,0,1,0x0001f31c1X00002b
2023436000,0,1,269,1,1,0,0,2520,157,X,12,0,1,0x0001f3201X00002c
2023460000,0,1,272,1,1,0,0,2520,157,X,13,0,1,0x0001f3231X00002d
2023492000,0,1,276,1,1,0,0,2520,157,X,14,0,1,0x0001f3271X00002e
2023516000,0,1,279,1,1,0,0,2520,157,X,15,0,1,0x0001f32a1X00002f
2023548000,0,1,283,1,1,0,0,2520,157,X,16,0,1,0x0001f32e1X000030
2023572000,0,1,286,1,1,0,0,2520,157,X,17,0,1,0x0001f3311X000031
2023604000,0,1,290,1,1,0,0,2520,157,X,18,0,1,0x0001f3351X000032
2023628000,0,1,293,1,1,0,0,2520,157,X,19,0,1,0x0001f3381X000033
2023660000,0,1,297,1,1,0,0,2520,157,X,20,0,1,0x0001f33c1X000034
2023684000,0,1,300,1,1,0,0,2520,157,X,21,0,1,0x0001f33f1X000035
2023716000,0,1,304,1,1,0,0,2520,157,X,22,0,1,0x0001f3431X000036
2023740000,0,1,307,1,1,0,0,2520,157,X,23,0,1,0x0001f3461X000037
2023772000,0,1,311,1,1,0,0,2520,157,X,24,0,1,0x0001f34a1X000038
2023796000,0,1,314,1,1,0,0,2520,157,X,25,0,1,0x0001f34d1X000039
2023828000,0,1,318,1,1,0,0,2520,157,X,26,0,1,0x0001f3511X00003a
2023852000,0,1,321,1,1,0,0,2520,157,X,27,0,1,0x0001f3541X00003b
2023884000,0,1,325,1,1,0,0,2520,157,X,28,0,1,0x0001f3581X00003c
2023908000,0,1,328,1,1,0,0,2520,157,X,29,0,1,0x0001f35b1X00003d
2023940000,0,1,332,1,1,0,0,2520,157,X,30,0,1,0x0001f35f1X00003e
2023964000,0,1,335,1,1,0,0,2520,157,X,31,0,1,0x0001f3621X00003f
2037660000,0,1,787,1,1,0,0,3780,236,X,0,0,1,0x0001fa121X000040
2037684000,0,1,790,1,1,0,0,3780,236,X,1,0,1,0x0001fa151X000041
2037716000,0,1,794,1,1,0,0,3780,236,X,2,0,1,0x0001fa191X000042
2037740000,0,1,797,1,1,0,0,3780,236,X,3,0,1,0x0001fa1c1X000043
2037772000,0,1,801,1,1,0,0,3780,236,X,4,0,1,0x0001fa201X000044
2037796000,0,1,804,1,1,0,0,3780,236,X,5,0,1,0x0001fa231X000045
